River Flow Rate (m³/s),Temperature Drop (ΔT) (°C),Heat Extraction Potential (kWh),COP (Coefficient of Performance),Heat Pump Output (kWh)
17.32,3,781894080.0000001,4,3127576320.0000005
41.61,3,1878441839.9999998,4,7513767359.999999
24.45,3,1103770800.0,4,4415083200.0
38.65,3,1744815600.0,4,6979262400.0
38.0,3,1715472000.0,4,6861888000.0
37.35,3,1686128400.0,4,6744513600.0
21.91,3,989105040.0000001,4,3956420160.0000005
18.05,3,814849200.0,4,3259396800.0
31.43,3,1418875920.0,4,5675503680.0
35.74,3,1613446560.0000002,4,6453786240.000001
17.6,3,794534400.0000001,4,3178137600.0000005
30.44,3,1374183360.0000002,4,5496733440.000001
34.01,3,1535347439.9999998,4,6141389759.999999
44.39,3,2003942160.0,4,8015768640.0
31.12,3,1404881280.0,4,5619525120.0
41.71,3,1882956240.0,4,7531824960.0
34.83,3,1572365519.9999998,4,6289462079.999999
14.52,3,655490880.0,4,2621963520.0
42.16,3,1903271039.9999998,4,7613084159.999999
24.3,3,1096999200.0,4,4387996800.0
48.22,3,2176843679.9999995,4,8707374719.999998
12.67,3,571974480.0,4,2287897920.0
35.04,3,1581845760.0,4,6327383040.0
26.93,3,1215727920.0,4,4862911680.0
30.75,3,1388178000.0,4,5552712000.0
23.79,3,1073975760.0,4,4295903040.0
21.07,3,951184080.0,4,3804736320.0
16.75,3,756162000.0,4,3024648000.0
26.91,3,1214825040.0,4,4859300160.0
49.79,3,2247719760.0,4,8990879040.0
17.57,3,793180080.0000001,4,3172720320.0000005
15.41,3,695669040.0,4,2782676160.0
26.57,3,1199476080.0,4,4797904320.0
11.32,3,511030080.00000006,4,2044120320.0000002
49.12,3,2217473279.9999995,4,8869893119.999998
12.51,3,564751440.0,4,2259005760.0
12.29,3,554819759.9999999,4,2219279039.9999995
28.79,3,1299695760.0,4,5198783040.0
21.05,3,950281200.0,4,3801124800.0
30.85,3,1392692400.0,4,5570769600.0
43.41,3,1959701039.9999998,4,7838804159.999999
23.59,3,1064946959.9999999,4,4259787839.9999995
44.5,3,2008908000.0,4,8035632000.0
11.03,3,497938319.99999994,4,1991753279.9999998
20.82,3,939898080.0000001,4,3759592320.0000005
36.18,3,1633309920.0,4,6533239680.0
45.83,3,2068949519.9999998,4,8275798079.999999
20.35,3,918680400.0000001,4,3674721600.0000005
13.72,3,619375680.0000001,4,2477502720.0000005
37.82,3,1707346080.0,4,6829384320.0
23.05,3,1040569200.0,4,4162276800.0
37.44,3,1690191360.0,4,6760765440.0
35.21,3,1589520240.0,4,6358080960.0
12.89,3,581906160.0,4,2327624640.0
19.07,3,860896080.0000001,4,3443584320.0000005
32.93,3,1486591920.0,4,5946367680.0
28.89,3,1304210160.0000002,4,5216840640.000001
15.79,3,712823759.9999999,4,2851295039.9999995
24.84,3,1121376960.0,4,4485507840.0
28.76,3,1298341440.0,4,5193365760.0
33.74,3,1523158560.0000002,4,6092634240.000001
32.96,3,1487946240.0,4,5951784960.0
32.38,3,1461762720.0,4,5847050880.0
31.36,3,1415715839.9999998,4,5662863359.999999
32.26,3,1456345439.9999998,4,5825381759.999999
40.61,3,1833297839.9999998,4,7333191359.999999
31.86,3,1438287839.9999998,4,5753151359.999999
40.34,3,1821108960.0000002,4,7284435840.000001
47.71,3,2153820240.0,4,8615280960.0
10.58,3,477623520.00000006,4,1910494080.0000002
38.12,3,1720889280.0,4,6883557120.0
44.93,3,2028319919.9999998,4,8113279679.999999
37.1,3,1674842400.0,4,6699369600.0
46.48,3,2098293119.9999998,4,8393172479.999999
13.95,3,629758800.0,4,2519035200.0
41.31,3,1864898640.0,4,7459594560.0
42.66,3,1925843039.9999998,4,7703372159.999999
49.81,3,2248622640.0,4,8994490560.0
21.98,3,992265120.0,4,3969060480.0
48.14,3,2173232160.0,4,8692928640.0
15.91,3,718241040.0,4,2872964160.0
34.75,3,1568754000.0,4,6275016000.0
35.61,3,1607577839.9999998,4,6430311359.999999
12.82,3,578746080.0000001,4,2314984320.0000005
28.72,3,1296535680.0,4,5186142720.0
41.81,3,1887470640.0,4,7549882560.0
11.67,3,526830479.99999994,4,2107321919.9999998
42.57,3,1921780080.0000002,4,7687120320.000001
16.79,3,757967759.9999999,4,3031871039.9999995
31.53,3,1423390320.0,4,5693561280.0
48.55,3,2191741200.0,4,8766964800.0
33.19,3,1498329360.0,4,5993317440.0
22.17,3,1000842480.0000001,4,4003369920.0000005
14.37,3,648719280.0,4,2594877120.0
47.85,3,2160140400.0,4,8640561600.0
11.08,3,500195520.00000006,4,2000782080.0000002
43.98,3,1985433119.9999998,4,7941732479.999999
23.32,3,1052758080.0,4,4211032320.0
31.39,3,1417070160.0000002,4,5668280640.000001
34.45,3,1555210800.0000002,4,6220843200.000001
20.77,3,937640880.0,4,3750563520.0
44.36,3,2002587840.0,4,8010351360.0
48.47,3,2188129679.9999995,4,8752518719.999998
43.79,3,1976855760.0,4,7907423040.0
42.18,3,1904173919.9999998,4,7616695679.999999
15.03,3,678514319.9999999,4,2714057279.9999995
27.59,3,1245522960.0,4,4982091840.0
17.37,3,784151280.0000001,4,3136605120.0000005
41.12,3,1856321280.0,4,7425285120.0
42.6,3,1923134400.0,4,7692537600.0
20.14,3,909200160.0,4,3636800640.0
30.41,3,1372829040.0,4,5491316160.0
29.24,3,1320010560.0,4,5280042240.0
31.2,3,1408492800.0,4,5633971200.0
21.77,3,982784880.0,4,3931139520.0
34.63,3,1563336720.0,4,6253346880.0
49.9,3,2252685600.0,4,9010742400.0
40.12,3,1811177280.0,4,7244709120.0
45.03,3,2032834320.0000002,4,8131337280.000001
28.22,3,1273963680.0,4,5095854720.0
45.02,3,2032382880.0000002,4,8129531520.000001
41.11,3,1855869839.9999998,4,7423479359.999999
15.65,3,706503600.0,4,2826014400.0
45.25,3,2042766000.0,4,8171064000.0
38.85,3,1753844400.0,4,7015377600.0
31.35,3,1415264400.0,4,5661057600.0
32.5,3,1467180000.0,4,5868720000.0
29.79,3,1344839760.0,4,5379359040.0
47.61,3,2149305840.0,4,8597223360.0
35.54,3,1604417760.0,4,6417671040.0
19.28,3,870376320.0,4,3481505280.0
35.84,3,1617960960.0000002,4,6471843840.000001
39.96,3,1803954240.0,4,7215816960.0
39.54,3,1784993760.0,4,7139975040.0
31.45,3,1419778800.0,4,5679115200.0
47.33,3,2136665519.9999998,4,8546662079.999999
39.2,3,1769644800.0000002,4,7078579200.000001
10.44,3,471303359.99999994,4,1885213439.9999998
38.24,3,1726306560.0000002,4,6905226240.000001
46.43,3,2096035919.9999998,4,8384143679.999999
23.05,3,1040569200.0,4,4162276800.0
22.79,3,1028831759.9999999,4,4115327039.9999995
45.51,3,2054503440.0,4,8218013760.0
48.5,3,2189484000.0,4,8757936000.0
17.52,3,790922880.0,4,3163691520.0
17.96,3,810786240.0000001,4,3243144960.0000005
35.17,3,1587714480.0000002,4,6350857920.000001
35.75,3,1613898000.0,4,6455592000.0
15.0,3,677160000.0,4,2708640000.0
25.51,3,1151623440.0,4,4606493760.0
39.35,3,1776416400.0,4,7105665600.0
42.55,3,1920877200.0,4,7683508800.0
19.33,3,872633519.9999999,4,3490534079.9999995
10.89,3,491618160.0,4,1966472640.0
12.68,3,572425919.9999999,4,2289703679.9999995
23.54,3,1062689759.9999999,4,4250759039.9999995
49.96,3,2255394240.0,4,9021576960.0
14.93,3,673999919.9999999,4,2695999679.9999995
31.89,3,1439642160.0000002,4,5758568640.000001
45.94,3,2073915360.0,4,8295661440.0
44.7,3,2017936800.0,4,8071747200.0
15.14,3,683480160.0,4,2733920640.0
47.05,3,2124025200.0,4,8496100800.0
14.56,3,657296640.0,4,2629186560.0
38.81,3,1752038640.0,4,7008154560.0
49.03,3,2213410320.0000005,4,8853641280.000002
18.03,3,813946320.0,4,3255785280.0
35.75,3,1613898000.0,4,6455592000.0
33.85,3,1528124400.0,4,6112497600.0
17.63,3,795888719.9999999,4,3183554879.9999995
38.25,3,1726758000.0,4,6907032000.0
37.84,3,1708248960.0000002,4,6832995840.000001
40.55,3,1830589199.9999998,4,7322356799.999999
32.81,3,1481174640.0,4,5924698560.0
45.49,3,2053600560.0,4,8214402240.0
43.28,3,1953832320.0000002,4,7815329280.000001
39.02,3,1761518880.0000002,4,7046075520.000001
33.46,3,1510518240.0,4,6042072960.0
30.21,3,1363800240.0,4,5455200960.0
49.51,3,2235079440.0,4,8940317760.0
45.85,3,2069852400.0,4,8279409600.0
41.21,3,1860384240.0,4,7441536960.0
49.78,3,2247268320.0000005,4,8989073280.000002
12.96,3,585066240.0000001,4,2340264960.0000005
48.71,3,2198964240.0,4,8795856960.0
30.86,3,1393143839.9999998,4,5572575359.999999
42.05,3,1898305200.0,4,7593220800.0
39.83,3,1798085519.9999998,4,7192342079.999999
38.68,3,1746169920.0,4,6984679680.0
30.9,3,1394949600.0,4,5579798400.0
41.5,3,1873476000.0,4,7493904000.0
27.2,3,1227916800.0,4,4911667200.0
44.25,3,1997622000.0,4,7990488000.0
37.77,3,1705088880.0000002,4,6820355520.000001
42.69,3,1927197360.0,4,7708789440.0
38.04,3,1717277760.0,4,6869111040.0
14.72,3,664519680.0000001,4,2658078720.0000005
28.68,3,1294729920.0,4,5178919680.0
32.94,3,1487043360.0,4,5948173440.0
38.62,3,1743461280.0,4,6973845120.0
47.72,3,2154271679.9999995,4,8617086719.999998
34.74,3,1568302560.0000002,4,6273210240.000001
38.16,3,1722695039.9999998,4,6890780159.999999
25.79,3,1164263760.0,4,4657055040.0
45.65,3,2060823600.0,4,8243294400.0
41.9,3,1891533600.0,4,7566134400.0
35.29,3,1593131760.0,4,6372527040.0
34.82,3,1571914080.0,4,6287656320.0
39.22,3,1770547680.0,4,7082190720.0
10.43,3,470851920.0,4,1883407680.0
47.93,3,2163751920.0,4,8655007680.0
21.53,3,971950320.0,4,3887801280.0
43.91,3,1982273039.9999998,4,7929092159.999999
43.07,3,1944352080.0000002,4,7777408320.000001
24.32,3,1097902080.0,4,4391608320.0
37.49,3,1692448560.0000002,4,6769794240.000001
17.78,3,802660320.0,4,3210641280.0
40.47,3,1826977680.0,4,7307910720.0
49.56,3,2237336640.0,4,8949346560.0
22.52,3,1016642880.0,4,4066571520.0
41.17,3,1858578480.0000002,4,7434313920.000001
30.22,3,1364251680.0,4,5457006720.0
40.51,3,1828783439.9999998,4,7315133759.999999
12.15,3,548499600.0,4,2193998400.0
17.85,3,805820400.0000001,4,3223281600.0000005
28.07,3,1267192080.0,4,5068768320.0
10.02,3,452342879.99999994,4,1809371519.9999998
39.52,3,1784090880.0000002,4,7136363520.000001
34.65,3,1564239600.0,4,6256958400.0
17.49,3,789568559.9999999,4,3158274239.9999995
29.2,3,1318204800.0,4,5272819200.0
31.82,3,1436482080.0,4,5745928320.0
21.55,3,972853200.0,4,3891412800.0
37.14,3,1676648160.0000002,4,6706592640.000001
44.49,3,2008456560.0,4,8033826240.0
35.55,3,1604869199.9999998,4,6419476799.999999
15.74,3,710566560.0,4,2842266240.0
16.79,3,757967759.9999999,4,3031871039.9999995
19.66,3,887531040.0,4,3550124160.0
28.44,3,1283895360.0000002,4,5135581440.000001
20.68,3,933577919.9999999,4,3734311679.9999995
44.47,3,2007553679.9999998,4,8030214719.999999
25.9,3,1169229600.0,4,4676918400.0
19.15,3,864507599.9999999,4,3458030399.9999995
49.06,3,2214764640.0,4,8859058560.0
33.88,3,1529478720.0,4,6117914880.0
48.14,3,2173232160.0,4,8692928640.0
36.45,3,1645498800.0000002,4,6581995200.000001
13.66,3,616667040.0,4,2466668160.0
31.14,3,1405784160.0000002,4,5623136640.000001
43.39,3,1958798160.0,4,7835192640.0
34.97,3,1578685680.0,4,6314742720.0
25.83,3,1166069519.9999998,4,4664278079.999999
19.89,3,897914160.0,4,3591656640.0
11.24,3,507418560.0,4,2029674240.0
41.01,3,1851355439.9999998,4,7405421759.999999
34.7,3,1566496800.0000002,4,6265987200.000001
13.9,3,627501600.0,4,2510006400.0
22.9,3,1033797600.0,4,4135190400.0
29.19,3,1317753360.0000002,4,5271013440.000001
49.34,3,2227404960.0000005,4,8909619840.000002
26.84,3,1211664960.0,4,4846659840.0
13.14,3,593192160.0,4,2372768640.0
16.63,3,750744719.9999999,4,3002978879.9999995
35.03,3,1581394320.0,4,6325577280.0
29.82,3,1346194080.0,4,5384776320.0
44.49,3,2008456560.0,4,8033826240.0
34.72,3,1567399680.0,4,6269598720.0
20.34,3,918228960.0,4,3672915840.0
20.84,3,940800960.0,4,3763203840.0
42.23,3,1906431119.9999998,4,7625724479.999999
16.44,3,742167360.0,4,2968669440.0
36.56,3,1650464640.0,4,6601858560.0
26.23,3,1184127120.0,4,4736508480.0
12.86,3,580551840.0,4,2322207360.0
14.04,3,633821759.9999999,4,2535287039.9999995
11.36,3,512835840.0,4,2051343360.0
38.28,3,1728112320.0,4,6912449280.0
21.3,3,961567200.0,4,3846268800.0
41.48,3,1872573119.9999998,4,7490292479.999999
38.49,3,1737592560.0000002,4,6950370240.000001
20.99,3,947572559.9999999,4,3790290239.9999995
45.36,3,2047731840.0,4,8190927360.0
41.24,3,1861738560.0000002,4,7446954240.000001
14.95,3,674902800.0,4,2699611200.0
27.73,3,1251843120.0,4,5007372480.0
26.3,3,1187287200.0,4,4749148800.0
24.95,3,1126342800.0,4,4505371200.0
27.58,3,1245071519.9999998,4,4980286079.999999
13.89,3,627050160.0,4,2508200640.0
15.74,3,710566560.0,4,2842266240.0
48.92,3,2208444480.0,4,8833777920.0
40.98,3,1850001119.9999998,4,7400004479.999999
31.98,3,1443705120.0,4,5774820480.0
44.77,3,2021096880.0000002,4,8084387520.000001
29.85,3,1347548400.0,4,5390193600.0
24.6,3,1110542400.0,4,4442169600.0
12.19,3,550305360.0,4,2201221440.0
16.81,3,758870640.0,4,3035482560.0
37.05,3,1672585199.9999998,4,6690340799.999999
32.62,3,1472597280.0,4,5890389120.0
36.14,3,1631504160.0000002,4,6526016640.000001
49.85,3,2250428400.0,4,9001713600.0
49.76,3,2246365440.0,4,8985461760.0
49.82,3,2249074080.0,4,8996296320.0
48.71,3,2198964240.0,4,8795856960.0
49.11,3,2217021840.0,4,8868087360.0
37.78,3,1705540320.0,4,6822161280.0
13.61,3,614409840.0,4,2457639360.0
42.1,3,1900562400.0,4,7602249600.0
23.35,3,1054112400.0,4,4216449600.0
29.09,3,1313238960.0,4,5252955840.0
26.39,3,1191350160.0000002,4,4765400640.000001
18.19,3,821169360.0,4,3284677440.0
17.43,3,786859919.9999999,4,3147439679.9999995
45.01,3,2031931440.0,4,8127725760.0
42.31,3,1910042640.0,4,7640170560.0
40.92,3,1847292480.0000002,4,7389169920.000001
19.02,3,858638880.0,4,3434555520.0
32.4,3,1462665600.0,4,5850662400.0
39.79,3,1796279760.0,4,7185119040.0
36.4,3,1643241600.0,4,6572966400.0
42.77,3,1930808880.0000002,4,7723235520.000001
10.48,3,473109120.00000006,4,1892436480.0000002
20.27,3,915068880.0,4,3660275520.0
32.04,3,1446413760.0,4,5785655040.0
20.05,3,905137200.0,4,3620548800.0
45.87,3,2070755279.9999998,4,8283021119.999999
35.7,3,1611640800.0000002,4,6446563200.000001
41.02,3,1851806880.0000002,4,7407227520.000001
27.02,3,1219790880.0,4,4879163520.0
42.88,3,1935774720.0000002,4,7743098880.000001
10.53,3,475366319.99999994,4,1901465279.9999998
47.66,3,2151563039.9999995,4,8606252159.999998
23.5,3,1060884000.0,4,4243536000.0
47.97,3,2165557679.9999995,4,8662230719.999998
41.05,3,1853161199.9999998,4,7412644799.999999
41.8,3,1887019199.9999998,4,7548076799.999999
34.8,3,1571011199.9999998,4,6284044799.999999
24.13,3,1089324720.0,4,4357298880.0
41.39,3,1868510160.0000002,4,7474040640.000001
31.23,3,1409847120.0,4,5639388480.0
12.1,3,546242400.0,4,2184969600.0
30.88,3,1394046720.0,4,5576186880.0
42.2,3,1905076800.0,4,7620307200.0
37.67,3,1700574480.0000002,4,6802297920.000001
23.07,3,1041472080.0,4,4165888320.0
20.75,3,936738000.0,4,3746952000.0
35.68,3,1610737920.0,4,6442951680.0
49.77,3,2246816880.0,4,8987267520.0
17.76,3,801757440.0000001,4,3207029760.0000005
12.4,3,559785600.0,4,2239142400.0
18.58,3,838775519.9999999,4,3355102079.9999995
43.23,3,1951575119.9999998,4,7806300479.999999
43.24,3,1952026560.0,4,7808106240.0
46.7,3,2108224800.0,4,8432899200.0
35.51,3,1603063439.9999998,4,6412253759.999999
21.44,3,967887360.0000001,4,3871549440.0000005
36.68,3,1655881920.0,4,6623527680.0
26.9,3,1214373600.0,4,4857494400.0
13.06,3,589580640.0,4,2358322560.0
26.29,3,1186835760.0,4,4747343040.0
43.29,3,1954283760.0,4,7817135040.0
30.32,3,1368766080.0,4,5475064320.0
10.68,3,482137919.99999994,4,1928551679.9999998
38.36,3,1731723839.9999998,4,6926895359.999999
39.68,3,1791313920.0,4,7165255680.0
43.18,3,1949317919.9999998,4,7797271679.999999
45.67,3,2061726480.0000002,4,8246905920.000001
14.48,3,653685120.0,4,2614740480.0
35.64,3,1608932160.0000002,4,6435728640.000001
12.45,3,562042800.0,4,2248171200.0
12.57,3,567460080.0000001,4,2269840320.0000005
14.27,3,644204880.0,4,2576819520.0
21.84,3,985944959.9999999,4,3943779839.9999995
38.55,3,1740301199.9999998,4,6961204799.999999
11.34,3,511932960.0,4,2047731840.0
33.56,3,1515032640.0,4,6060130560.0
13.83,3,624341520.0,4,2497366080.0
34.71,3,1566948240.0,4,6267792960.0
17.06,3,770156640.0,4,3080626560.0
47.18,3,2129893919.9999998,4,8519575679.999999
46.65,3,2105967600.0,4,8423870400.0
26.03,3,1175098320.0,4,4700393280.0
17.01,3,767899440.0000001,4,3071597760.0000005
29.08,3,1312787519.9999998,4,5251150079.999999
20.77,3,937640880.0,4,3750563520.0
21.62,3,976013280.0,4,3904053120.0
17.73,3,800403120.0,4,3201612480.0
22.93,3,1035151920.0,4,4140607680.0
42.89,3,1936226160.0,4,7744904640.0
41.32,3,1865350080.0,4,7461400320.0
46.69,3,2107773360.0,4,8431093440.0
26.08,3,1177355519.9999998,4,4709422079.999999
42.17,3,1903722480.0000002,4,7614889920.000001
10.61,3,478977840.0,4,1915911360.0
42.0,3,1896048000.0,4,7584192000.0
45.04,3,2033285760.0,4,8133143040.0
30.54,3,1378697760.0,4,5514791040.0
41.8,3,1887019199.9999998,4,7548076799.999999
16.09,3,726366960.0,4,2905467840.0
39.36,3,1776867839.9999998,4,7107471359.999999
25.71,3,1160652240.0,4,4642608960.0
19.7,3,889336800.0,4,3557347200.0
36.65,3,1654527600.0,4,6618110400.0
15.12,3,682577280.0,4,2730309120.0
49.88,3,2251782720.0000005,4,9007130880.000002
31.44,3,1419327360.0000002,4,5677309440.000001
42.0,3,1896048000.0,4,7584192000.0
22.84,3,1031088959.9999999,4,4124355839.9999995
37.43,3,1689739920.0,4,6758959680.0
17.32,3,781894080.0000001,4,3127576320.0000005
10.34,3,466788959.99999994,4,1867155839.9999998
20.33,3,917777519.9999999,4,3671110079.9999995
40.06,3,1808468640.0,4,7233874560.0
47.72,3,2154271679.9999995,4,8617086719.999998
44.64,3,2015228160.0,4,8060912640.0
29.64,3,1338068160.0000002,4,5352272640.000001
40.97,3,1849549680.0,4,7398198720.0
32.15,3,1451379600.0,4,5805518400.0
38.15,3,1722243600.0,4,6888974400.0
36.58,3,1651367519.9999998,4,6605470079.999999
31.16,3,1406687040.0,4,5626748160.0
42.0,3,1896048000.0,4,7584192000.0
18.92,3,854124480.0000001,4,3416497920.0000005
14.74,3,665422560.0,4,2661690240.0
36.11,3,1630149839.9999998,4,6520599359.999999
48.76,3,2201221440.0,4,8804885760.0
31.61,3,1427001839.9999998,4,5708007359.999999
35.99,3,1624732560.0000002,4,6498930240.000001
31.35,3,1415264400.0,4,5661057600.0
24.71,3,1115508240.0,4,4462032960.0
15.47,3,698377680.0000001,4,2793510720.0000005
11.78,3,531796319.99999994,4,2127185279.9999998
42.06,3,1898756640.0,4,7595026560.0
40.52,3,1829234880.0000002,4,7316939520.000001
18.69,3,843741360.0,4,3374965440.0
12.8,3,577843200.0,4,2311372800.0
11.39,3,514190160.0,4,2056760640.0
45.97,3,2075269679.9999998,4,8301078719.999999
17.82,3,804466080.0000001,4,3217864320.0000005
33.12,3,1495169280.0,4,5980677120.0
48.01,3,2167363440.0,4,8669453760.0
44.54,3,2010713760.0,4,8042855040.0
44.65,3,2015679600.0,4,8062718400.0
23.32,3,1052758080.0,4,4211032320.0
33.47,3,1510969680.0,4,6043878720.0
16.4,3,740361599.9999999,4,2961446399.9999995
22.49,3,1015288559.9999999,4,4061154239.9999995
25.89,3,1168778160.0000002,4,4675112640.000001
12.12,3,547145280.0,4,2188581120.0
28.27,3,1276220880.0,4,5104883520.0
16.29,3,735395759.9999999,4,2941583039.9999995
19.54,3,882113759.9999999,4,3528455039.9999995
32.75,3,1478466000.0,4,5913864000.0
20.36,3,919131840.0,4,3676527360.0
31.02,3,1400366880.0,4,5601467520.0
23.47,3,1059529680.0,4,4238118720.0
43.31,3,1955186640.0,4,7820746560.0
29.61,3,1336713839.9999998,4,5346855359.999999
28.12,3,1269449280.0,4,5077797120.0
11.52,3,520058879.99999994,4,2080235519.9999998
32.48,3,1466277119.9999998,4,5865108479.999999
14.42,3,650976480.0,4,2603905920.0
22.22,3,1003099680.0,4,4012398720.0
49.23,3,2222439120.0,4,8889756480.0
14.95,3,674902800.0,4,2699611200.0
29.45,3,1329490800.0,4,5317963200.0
25.17,3,1136274480.0000002,4,4545097920.000001
11.72,3,529087680.00000006,4,2116350720.0000002
37.61,3,1697865839.9999998,4,6791463359.999999
44.86,3,2025159840.0,4,8100639360.0
43.26,3,1952929440.0,4,7811717760.0
49.34,3,2227404960.0000005,4,8909619840.000002
11.58,3,522767520.00000006,4,2091070080.0000002
19.3,3,871279200.0,4,3485116800.0
39.99,3,1805308560.0000002,4,7221234240.000001
20.05,3,905137200.0,4,3620548800.0
29.96,3,1352514240.0,4,5410056960.0
19.64,3,886628160.0,4,3546512640.0
41.38,3,1868058720.0,4,7472234880.0
34.83,3,1572365519.9999998,4,6289462079.999999
25.15,3,1135371600.0,4,4541486400.0
36.03,3,1626538320.0,4,6506153280.0
19.77,3,892496880.0,4,3569987520.0
33.56,3,1515032640.0,4,6060130560.0
21.85,3,986396400.0,4,3945585600.0
17.87,3,806723280.0000001,4,3226893120.0000005
19.89,3,897914160.0,4,3591656640.0
17.25,3,778734000.0,4,3114936000.0
41.91,3,1891985039.9999998,4,7567940159.999999
45.23,3,2041863119.9999998,4,8167452479.999999
28.71,3,1296084240.0,4,5184336960.0
38.3,3,1729015199.9999998,4,6916060799.999999
18.27,3,824780880.0,4,3299123520.0
13.9,3,627501600.0,4,2510006400.0
48.23,3,2177295120.0,4,8709180480.0
19.24,3,868570559.9999999,4,3474282239.9999995
35.41,3,1598549039.9999998,4,6394196159.999999
31.13,3,1405332720.0,4,5621330880.0
39.62,3,1788605280.0,4,7154421120.0
32.0,3,1444608000.0,4,5778432000.0
19.29,3,870827759.9999999,4,3483311039.9999995
33.53,3,1513678320.0,4,6054713280.0
23.35,3,1054112400.0,4,4216449600.0
30.6,3,1381406400.0,4,5525625600.0
34.29,3,1547987760.0,4,6191951040.0
20.12,3,908297280.0000001,4,3633189120.0000005
32.77,3,1479368880.0000002,4,5917475520.000001
49.72,3,2244559679.9999995,4,8978238719.999998
47.82,3,2158786080.0,4,8635144320.0
11.82,3,533602080.00000006,4,2134408320.0000002
19.52,3,881210880.0,4,3524843520.0
48.43,3,2186323920.0,4,8745295680.0
19.37,3,874439280.0000001,4,3497757120.0000005
15.95,3,720046800.0,4,2880187200.0
19.23,3,868119120.0,4,3472476480.0
30.66,3,1384115040.0,4,5536460160.0
48.08,3,2170523520.0,4,8682094080.0
